per,mes,orden,hogar,p3271,p6040,p6050,p6083,p3042,inglabo,rama2d_r4
2025,12,2,1,2,37,2,2,3.0,1032000.0,56.0
2025,12,1,1,1,53,1,2,10.0,9988000.0,86.0
2025,12,1,1,2,66,1,3,4.0,207000.0,97.0
2025,12,6,1,1,55,6,2,10.0,977000.0,93.0
2025,12,1,1,1,53,1,2,4.0,1307000.0,1.0
2025,12,2,1,2,43,2,2,11.0,14109000.0,86.0
2025,12,1,1,2,33,1,2,10.0,7490000.0,86.0
2025,12,1,1,2,23,1,2,5.0,1484000.0,81.0
2025,12,1,1,1,68,1,3,3.0,1044000.0,47.0
2025,12,1,1,2,66,1,3,5.0,1199000.0,84.0
2025,12,1,1,2,51,1,2,5.0,0.0,96.0
2025,12,2,1,1,36,2,2,5.0,526000.0,41.0
2025,12,2,1,1,35,2,2,8.0,2073000.0,49.0
2025,12,3,1,2,41,3,1,10.0,2267000.0,84.0
2025,12,3,1,2,25,3,1,5.0,285000.0,96.0
2025,12,1,1,1,29,1,2,4.0,1771000.0,1.0
2025,12,2,1,2,53,2,2,11.0,6636000.0,85.0
2025,12,2,1,2,30,2,2,9.0,2166000.0,47.0
2025,12,2,1,2,26,3,1,10.0,1900000.0,86.0
2025,12,2,1,1,33,2,2,5.0,2116000.0,95.0
2025,12,2,1,1,23,3,1,5.0,1032000.0,1.0
2025,12,1,1,2,54,1,2,3.0,382000.0,81.0
2025,12,1,1,2,29,1,2,5.0,1329000.0,47.0
2025,12,1,1,2,50,1,3,9.0,1485000.0,64.0
2025,12,2,1,2,37,2,2,5.0,2001000.0,49.0
2025,12,3,1,1,37,3,1,10.0,5595000.0,5.0
2025,12,2,1,2,35,3,1,8.0,387000.0,96.0
2025,12,3,1,1,25,3,1,10.0,2494000.0,84.0
2025,12,1,1,2,61,1,2,3.0,399000.0,81.0
2025,12,2,1,1,57,2,2,4.0,2536000.0,43.0
2025,12,3,1,1,21,3,1,10.0,2165000.0,47.0
2025,12,4,1,2,22,8,2,10.0,2199000.0,45.0
2025,12,2,1,2,43,3,1,10.0,8724000.0,84.0
2025,12,1,1,1,34,1,2,3.0,2255000.0,25.0
2025,12,1,1,2,22,1,2,5.0,401000.0,88.0
2025,12,1,1,1,22,1,2,10.0,1231000.0,56.0
2025,12,1,1,1,52,1,2,3.0,1233000.0,95.0
2025,12,1,1,2,57,1,3,6.0,2011000.0,65.0
2025,12,2,1,1,25,2,2,4.0,3344000.0,71.0
2025,12,2,1,2,27,3,1,5.0,544000.0,56.0
2025,12,1,1,1,55,1,2,5.0,2547000.0,85.0
2025,12,2,1,1,53,2,2,3.0,2018000.0,41.0
2025,12,1,1,2,65,1,3,10.0,1705000.0,47.0
2025,12,1,1,1,41,1,2,8.0,18312000.0,84.0
2025,12,4,1,2,29,9,2,5.0,1930000.0,56.0
2025,12,1,1,1,44,1,2,10.0,4918000.0,84.0
2025,12,1,1,1,24,1,2,5.0,4399000.0,56.0
2025,12,4,1,1,42,7,2,5.0,1909000.0,43.0
2025,12,1,1,1,74,1,3,3.0,139000.0,47.0
2025,12,1,1,1,42,1,2,1.0,1998000.0,47.0
2025,12,2,1,2,54,2,3,8.0,1943000.0,46.0
2025,12,1,1,2,36,1,2,8.0,304000.0,14.0
2025,12,1,1,2,53,1,2,7.0,5262000.0,85.0
2025,12,1,1,2,52,1,3,5.0,1244000.0,56.0
2025,12,2,1,2,44,2,2,11.0,16345000.0,21.0
2025,12,1,1,1,28,1,3,6.0,3167000.0,49.0
2025,12,4,1,1,31,7,2,9.0,3966000.0,52.0
2025,12,1,1,1,51,1,2,4.0,1561000.0,1.0
2025,12,1,1,2,43,1,2,5.0,880000.0,97.0
2025,12,5,1,2,19,9,2,5.0,1477000.0,84.0
2025,12,2,1,2,44,2,2,5.0,1357000.0,88.0
2025,12,1,1,1,59,1,3,8.0,4306000.0,85.0
2025,12,3,1,2,35,6,2,8.0,1160000.0,46.0
2025,12,2,1,1,26,3,1,10.0,3472000.0,94.0
2025,12,1,1,1,62,1,2,4.0,2797000.0,47.0
2025,12,1,1,2,49,1,2,5.0,1584000.0,32.0
2025,12,1,1,2,20,1,2,6.0,575000.0,47.0
2025,12,1,1,2,61,1,3,11.0,2957000.0,85.0
2025,12,1,1,1,40,1,2,5.0,2676000.0,10.0
2025,12,2,1,2,38,2,2,5.0,467000.0,14.0
2025,12,3,1,1,39,3,1,5.0,1744000.0,55.0
2025,12,1,1,2,24,1,2,10.0,1159000.0,56.0
2025,12,3,1,2,21,3,1,8.0,923000.0,87.0
2025,12,3,1,2,48,3,1,4.0,1362000.0,77.0
2025,12,1,1,2,32,1,2,11.0,3598000.0,47.0
2025,12,1,1,1,33,1,2,9.0,2921000.0,41.0
2025,12,1,1,2,35,1,2,5.0,1362000.0,85.0
2025,12,1,1,2,41,1,3,3.0,471000.0,77.0
2025,12,1,1,2,52,1,2,5.0,1290000.0,47.0
2025,12,2,1,2,38,2,3,5.0,334000.0,47.0
2025,12,1,1,2,43,1,2,5.0,1344000.0,10.0
2025,12,2,1,2,34,2,2,5.0,609000.0,81.0
2025,12,3,1,2,20,3,1,10.0,468000.0,47.0
2025,12,4,1,2,39,3,1,8.0,1954000.0,68.0
2025,12,2,1,2,34,2,2,6.0,314000.0,95.0
2025,12,1,1,2,30,1,2,5.0,1059000.0,1.0
2025,12,1,1,2,55,1,3,10.0,319000.0,47.0
2025,12,1,1,2,59,1,2,10.0,730000.0,47.0
2025,12,4,1,2,29,3,1,5.0,1236000.0,47.0
2025,12,1,1,1,36,1,3,1.0,760000.0,1.0
2025,12,4,1,1,25,3,1,10.0,573000.0,93.0
2025,12,1,1,2,36,1,2,10.0,2274000.0,1.0
2025,12,2,1,2,66,6,3,5.0,1280000.0,86.0
2025,12,1,1,2,58,1,3,10.0,4281000.0,47.0
2025,12,1,1,1,58,1,2,10.0,7168000.0,84.0
2025,12,1,1,2,27,1,3,8.0,1379000.0,14.0
2025,12,1,1,2,78,1,3,3.0,100000.0,95.0
2025,12,2,1,2,58,2,3,5.0,740000.0,97.0
2025,12,2,1,1,49,2,2,5.0,1553000.0,49.0
2025,12,4,1,2,21,3,1,4.0,598000.0,1.0
2025,12,1,1,2,36,1,2,10.0,1237000.0,47.0
2025,12,1,1,1,40,1,2,5.0,2017000.0,47.0
2025,12,1,1,2,41,1,2,10.0,1736000.0,86.0
2025,12,1,1,1,59,1,2,5.0,1060000.0,49.0
2025,12,1,1,1,66,1,3,4.0,1935000.0,41.0
2025,12,3,1,2,32,3,1,10.0,1240000.0,69.0
2025,12,2,1,1,52,2,2,3.0,463000.0,41.0
2025,12,1,1,2,56,1,3,3.0,1062000.0,1.0
2025,12,1,1,1,31,1,2,11.0,6747000.0,86.0
2025,12,2,1,2,24,3,1,10.0,3605000.0,49.0
2025,12,8,1,1,60,6,3,3.0,523000.0,38.0
2025,12,1,1,2,46,1,2,8.0,2191000.0,84.0
2025,12,1,1,1,37,1,2,10.0,4268000.0,62.0
2025,12,1,1,2,41,1,2,11.0,3583000.0,64.0
2025,12,3,1,2,21,3,1,6.0,1526000.0,46.0
2025,12,1,1,2,31,1,2,5.0,1237000.0,14.0
2025,12,1,1,2,32,1,3,5.0,1469000.0,1.0
2025,12,1,1,2,52,1,3,5.0,1381000.0,14.0
2025,12,1,1,1,48,1,3,5.0,1475000.0,49.0
2025,12,2,1,1,29,3,1,5.0,1836000.0,11.0
2025,12,1,1,1,39,1,2,10.0,9256000.0,1.0
2025,12,1,1,1,48,1,2,3.0,752000.0,23.0
2025,12,4,1,1,23,7,2,5.0,1197000.0,3.0
2025,12,1,1,2,43,1,3,5.0,652000.0,81.0
2025,12,1,1,2,56,1,3,3.0,226000.0,47.0
2025,12,3,1,1,20,8,2,5.0,1743000.0,11.0
2025,12,2,1,1,26,8,2,5.0,1950000.0,47.0
2025,12,2,1,1,62,6,3,10.0,916000.0,11.0
2025,12,2,1,2,50,2,3,8.0,0.0,86.0
2025,12,1,1,2,49,1,3,5.0,954000.0,81.0
2025,12,2,1,2,57,3,1,8.0,636000.0,97.0
2025,12,1,1,2,38,1,2,5.0,1042000.0,47.0
2025,12,1,1,2,40,1,3,3.0,1069000.0,46.0
2025,12,3,1,1,27,9,2,8.0,2936000.0,49.0
2025,12,1,1,1,67,1,2,3.0,0.0,1.0
2025,12,2,1,2,40,4,3,5.0,1412000.0,18.0
2025,12,3,1,2,24,3,1,8.0,1206000.0,47.0
2025,12,1,1,1,31,1,2,10.0,3017000.0,85.0
2025,12,1,1,2,32,1,3,5.0,1705000.0,47.0
2025,12,1,1,1,50,1,2,5.0,1212000.0,56.0
2025,12,1,1,1,50,1,3,5.0,2438000.0,42.0
2025,12,1,1,2,39,1,3,3.0,411000.0,47.0
2025,12,1,1,2,43,1,2,3.0,100000.0,47.0
2025,12,1,1,2,61,1,3,4.0,1064000.0,81.0
2025,12,2,1,1,46,2,2,5.0,1394000.0,47.0
2025,12,2,1,1,55,6,3,4.0,1836000.0,45.0
2025,12,2,1,1,49,3,1,6.0,2619000.0,49.0
2025,12,2,1,2,22,3,1,10.0,1669000.0,10.0
2025,12,3,1,1,26,3,1,5.0,2028000.0,10.0
2025,12,1,1,2,39,1,2,8.0,744000.0,47.0
2025,12,1,1,2,30,1,2,8.0,2242000.0,82.0
2025,12,1,1,1,61,1,2,6.0,2422000.0,94.0
2025,12,1,1,2,31,1,2,4.0,1278000.0,96.0
2025,12,2,1,1,61,2,3,3.0,1144000.0,95.0
2025,12,1,1,1,49,1,2,5.0,4374000.0,41.0
2025,12,1,1,2,56,1,3,3.0,0.0,81.0
2025,12,2,1,2,61,13,3,5.0,890000.0,96.0
2025,12,1,1,2,41,1,2,5.0,1331000.0,47.0
2025,12,5,1,1,22,3,1,5.0,1278000.0,49.0
2025,12,2,1,2,54,2,2,3.0,1026000.0,77.0
2025,12,2,1,1,40,2,2,5.0,1737000.0,84.0
2025,12,1,1,2,20,1,2,5.0,1482000.0,86.0
2025,12,1,1,1,34,1,2,5.0,1846000.0,49.0
2025,12,2,1,2,22,3,1,8.0,555000.0,93.0
2025,12,1,1,2,39,1,2,8.0,1270000.0,82.0
2025,12,6,1,2,31,13,2,5.0,535000.0,56.0
2025,12,2,1,2,49,2,2,10.0,2924000.0,47.0
2025,12,2,1,2,46,2,2,5.0,365000.0,96.0
2025,12,3,1,1,47,7,2,9.0,734000.0,15.0
2025,12,2,1,2,32,2,2,5.0,2489000.0,86.0
2025,12,1,1,1,39,1,2,8.0,1806000.0,41.0
2025,12,2,1,2,49,2,2,4.0,387000.0,14.0
2025,12,1,1,2,64,1,3,3.0,628000.0,81.0
2025,12,1,1,1,41,1,2,10.0,7381000.0,65.0
2025,12,1,1,1,27,1,3,6.0,1902000.0,1.0
2025,12,1,1,1,45,1,2,5.0,2002000.0,47.0
2025,12,2,1,2,22,2,2,10.0,416000.0,96.0
2025,12,2,1,1,38,2,3,4.0,568000.0,49.0
2025,12,1,1,1,23,1,2,5.0,2565000.0,7.0
2025,12,2,1,2,46,2,2,10.0,3300000.0,86.0
2025,12,1,1,2,34,1,2,8.0,1245000.0,46.0
2025,12,1,1,2,51,1,2,5.0,999000.0,81.0
2025,12,1,1,1,68,1,2,3.0,1084000.0,68.0
2025,12,2,1,1,64,2,3,3.0,634000.0,96.0
2025,12,2,1,2,30,3,1,5.0,0.0,47.0
2025,12,1,1,2,58,1,3,8.0,1757000.0,86.0
2025,12,1,1,2,57,1,3,10.0,2284000.0,94.0
2025,12,1,1,1,32,1,2,5.0,1819000.0,20.0
2025,12,2,1,1,50,2,3,4.0,1689000.0,55.0
2025,12,3,1,1,23,3,1,5.0,1255000.0,41.0
2025,12,1,1,1,62,1,2,3.0,1167000.0,1.0
2025,12,3,1,1,18,3,2,10.0,1674000.0,82.0
2025,12,1,1,2,40,1,3,5.0,1462000.0,80.0
2025,12,3,1,2,39,3,1,10.0,3634000.0,85.0
2025,12,5,1,2,57,10,3,5.0,1329000.0,97.0
2025,12,1,1,1,52,1,2,6.0,1957000.0,56.0
2025,12,1,1,1,55,1,2,5.0,1418000.0,18.0
2025,12,2,1,2,19,2,2,5.0,1501000.0,14.0
2025,12,4,1,2,41,3,1,5.0,1821000.0,36.0
2025,12,1,1,1,32,1,2,5.0,6266000.0,46.0
2025,12,1,1,1,37,1,2,9.0,1181000.0,74.0
2025,12,4,1,1,37,3,1,5.0,1704000.0,45.0
2025,12,1,1,1,36,1,2,8.0,1818000.0,15.0
2025,12,1,1,1,50,1,2,5.0,1815000.0,47.0
2025,12,1,1,2,46,1,2,5.0,185000.0,15.0
2025,12,1,1,1,73,1,3,3.0,2529000.0,1.0
2025,12,1,1,2,47,1,2,8.0,2633000.0,46.0
2025,12,1,1,2,33,1,2,5.0,163000.0,47.0
2025,12,1,1,1,41,1,2,3.0,2001000.0,1.0
2025,12,1,1,1,29,1,2,9.0,1314000.0,47.0
2025,12,2,1,1,56,9,2,5.0,4575000.0,49.0
2025,12,1,1,1,53,1,2,5.0,2034000.0,47.0
2025,12,2,1,2,18,3,1,5.0,1256000.0,14.0
2025,12,1,1,1,60,1,3,4.0,1126000.0,96.0
2025,12,1,1,2,52,1,3,5.0,179000.0,14.0
2025,12,2,1,1,38,3,1,3.0,1698000.0,41.0
2025,12,2,1,2,47,2,2,9.0,2602000.0,84.0
2025,12,2,1,2,32,2,2,10.0,2145000.0,64.0
2025,12,1,1,1,38,1,3,11.0,3303000.0,75.0
2025,12,2,1,2,57,2,2,5.0,733000.0,92.0
2025,12,1,1,1,35,1,2,5.0,1468000.0,1.0
2025,12,1,1,2,51,1,3,8.0,189000.0,96.0
2025,12,1,1,1,27,1,2,5.0,2569000.0,68.0
2025,12,1,1,2,36,1,3,3.0,881000.0,1.0
2025,12,2,1,2,39,2,2,8.0,1632000.0,86.0
2025,12,2,1,2,24,2,2,10.0,1430000.0,47.0
2025,12,2,1,1,51,3,1,4.0,1198000.0,41.0
2025,12,2,1,2,43,3,1,5.0,1136000.0,81.0
2025,12,2,1,1,59,2,2,10.0,1799000.0,95.0
2025,12,2,1,2,40,2,2,5.0,1158000.0,47.0
2025,12,1,1,1,80,1,3,3.0,145000.0,10.0
2025,12,1,1,1,44,1,3,5.0,1910000.0,46.0
2025,12,1,1,2,35,1,2,4.0,1397000.0,47.0
2025,12,2,1,2,31,2,2,10.0,2012000.0,41.0
2025,12,1,1,1,70,1,3,12.0,10910000.0,85.0
2025,12,2,1,2,45,2,2,5.0,819000.0,97.0
2025,12,1,2,2,33,1,2,5.0,240000.0,81.0
2025,12,1,1,2,48,1,2,9.0,2007000.0,86.0
2025,12,1,1,2,39,1,2,8.0,1429000.0,82.0
2025,12,2,1,1,47,2,3,5.0,2475000.0,61.0
2025,12,2,1,2,18,3,1,8.0,1245000.0,93.0
2025,12,2,1,2,33,2,2,5.0,792000.0,97.0
2025,12,1,1,1,22,1,2,5.0,1480000.0,49.0
2025,12,3,1,2,65,6,3,5.0,478000.0,14.0
2025,12,2,1,1,37,2,2,10.0,2981000.0,42.0
2025,12,2,1,2,50,2,3,3.0,751000.0,1.0
2025,12,2,1,2,34,3,1,10.0,1277000.0,56.0
2025,12,2,1,2,24,2,2,8.0,1605000.0,86.0
2025,12,1,1,1,24,1,2,10.0,2061000.0,46.0
2025,12,1,1,2,42,1,2,5.0,1372000.0,88.0
2025,12,2,1,2,40,2,2,5.0,3541000.0,47.0
2025,12,6,1,2,23,7,2,5.0,960000.0,97.0
2025,12,1,1,1,63,1,3,3.0,1369000.0,41.0
2025,12,4,1,1,40,3,1,3.0,1076000.0,31.0
2025,12,2,1,2,24,2,2,8.0,920000.0,56.0
2025,12,2,1,1,50,3,1,8.0,2962000.0,46.0
2025,12,2,1,2,57,2,2,10.0,3825000.0,85.0
2025,12,1,1,2,52,1,2,3.0,1323000.0,86.0
2025,12,2,1,2,18,2,2,3.0,484000.0,10.0
2025,12,3,1,2,67,4,3,1.0,335000.0,47.0
2025,12,1,1,2,30,1,2,5.0,1584000.0,47.0
2025,12,3,1,1,26,3,2,5.0,1351000.0,41.0
2025,12,1,1,1,55,1,2,3.0,824000.0,1.0
2025,12,2,1,1,64,2,3,10.0,3844000.0,22.0
2025,12,1,1,2,41,1,2,8.0,1478000.0,86.0
2025,12,2,1,1,33,3,1,5.0,639000.0,31.0
2025,12,1,1,2,50,1,2,3.0,684000.0,81.0
2025,12,1,1,2,58,1,2,10.0,2609000.0,85.0
2025,12,2,1,1,54,2,2,3.0,669000.0,45.0
2025,12,1,1,1,40,1,3,5.0,1060000.0,47.0
2025,12,2,1,1,34,2,2,3.0,952000.0,49.0
2025,12,2,1,1,29,2,2,5.0,745000.0,45.0
2025,12,3,1,2,30,3,1,5.0,1787000.0,45.0
2025,12,6,1,1,43,8,2,5.0,1868000.0,84.0
2025,12,1,1,1,62,1,2,4.0,416000.0,10.0
2025,12,3,1,1,31,3,1,5.0,583000.0,56.0
2025,12,1,1,1,49,1,2,5.0,1503000.0,45.0
2025,12,3,1,2,26,3,1,5.0,569000.0,15.0
2025,12,3,1,2,31,8,2,5.0,1757000.0,47.0
2025,12,2,1,1,34,3,1,5.0,2305000.0,56.0
2025,12,1,1,2,61,1,2,5.0,1276000.0,56.0
2025,12,2,1,2,55,2,3,10.0,4099000.0,86.0
2025,12,1,1,2,25,1,2,9.0,0.0,45.0
2025,12,1,1,1,30,1,2,5.0,3377000.0,84.0
2025,12,2,1,2,61,2,3,4.0,130000.0,47.0
2025,12,4,1,1,53,6,3,3.0,1287000.0,41.0
2025,12,1,1,2,30,1,2,12.0,4851000.0,85.0
2025,12,3,1,2,37,3,1,5.0,1140000.0,45.0
2025,12,1,1,1,37,1,2,5.0,1896000.0,41.0
2025,12,1,1,2,51,1,2,8.0,547000.0,14.0
2025,12,1,1,1,22,1,2,3.0,1599000.0,41.0
2025,12,2,1,1,73,2,3,5.0,604000.0,45.0
2025,12,2,1,2,47,2,3,8.0,1483000.0,14.0
2025,12,1,1,1,39,1,2,4.0,647000.0,47.0
2025,12,3,1,2,24,3,1,5.0,1756000.0,97.0
2025,12,2,1,1,46,2,2,5.0,2081000.0,41.0
2025,12,2,1,2,52,2,3,9.0,1377000.0,47.0
2025,12,2,1,1,28,3,1,4.0,662000.0,1.0
2025,12,1,1,2,41,1,2,5.0,1544000.0,47.0
2025,12,1,1,2,66,1,3,3.0,249000.0,81.0
2025,12,1,1,2,65,1,3,3.0,344000.0,56.0
2025,12,3,1,2,21,6,2,8.0,1427000.0,47.0
2025,12,2,1,2,26,3,1,10.0,0.0,82.0
2025,12,1,1,2,23,1,2,5.0,1122000.0,56.0
2025,12,1,1,1,55,1,2,13.0,21515000.0,85.0
2025,12,3,1,2,35,3,1,6.0,211000.0,96.0
2025,12,1,1,2,25,1,2,6.0,1552000.0,86.0
2025,12,1,1,1,63,1,2,3.0,1590000.0,1.0
2025,12,2,1,2,38,9,3,10.0,1100000.0,73.0
2025,12,2,1,2,32,2,2,10.0,2320000.0,41.0
2025,12,3,1,1,23,3,1,10.0,3290000.0,56.0
2025,12,1,1,1,56,1,3,10.0,3797000.0,62.0
2025,12,3,1,2,45,9,2,10.0,304000.0,47.0
2025,12,1,1,1,44,1,2,4.0,2079000.0,49.0
2025,12,1,1,1,49,1,2,5.0,1207000.0,47.0
2025,12,3,1,2,21,3,1,10.0,270000.0,56.0
2025,12,2,1,2,23,3,1,6.0,212000.0,47.0
2025,12,2,1,1,32,2,2,5.0,3265000.0,47.0
2025,12,2,1,2,25,2,2,4.0,636000.0,1.0
2025,12,4,1,2,29,3,1,10.0,142000.0,47.0
2025,12,3,1,1,33,3,1,5.0,2126000.0,47.0
2025,12,1,1,1,26,1,2,3.0,3526000.0,1.0
2025,12,1,1,2,21,1,1,8.0,1280000.0,10.0
2025,12,1,1,1,56,1,2,5.0,3289000.0,49.0
2025,12,3,1,1,23,3,1,9.0,2125000.0,45.0
2025,12,1,1,1,37,1,2,10.0,3784000.0,84.0
2025,12,1,1,1,46,1,2,4.0,2288000.0,56.0
2025,12,3,1,1,25,3,1,5.0,1684000.0,7.0
2025,12,1,1,1,76,1,2,4.0,304000.0,31.0
2025,12,1,1,1,65,1,3,1.0,658000.0,3.0
2025,12,2,1,2,60,2,3,8.0,1468000.0,47.0
2025,12,2,1,2,24,9,2,10.0,1296000.0,96.0
2025,12,1,1,2,42,1,3,5.0,740000.0,14.0
2025,12,1,1,1,38,1,2,1.0,1221000.0,1.0
2025,12,1,1,1,34,1,2,5.0,2424000.0,46.0
2025,12,2,1,2,48,2,2,4.0,1508000.0,55.0
2025,12,1,1,1,68,1,3,3.0,748000.0,52.0
2025,12,4,1,2,36,3,1,5.0,1012000.0,96.0
2025,12,3,1,1,18,9,2,5.0,2102000.0,56.0
2025,12,2,1,2,53,2,2,1.0,113000.0,81.0
2025,12,2,1,2,64,2,3,3.0,363000.0,56.0
2025,12,2,1,2,49,2,2,10.0,1968000.0,88.0
2025,12,1,1,1,76,1,3,3.0,2281000.0,1.0
2025,12,2,1,2,25,2,2,5.0,1652000.0,47.0
2025,12,2,1,1,42,2,2,3.0,0.0,1.0
2025,12,2,1,2,26,2,2,10.0,2809000.0,86.0
